"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RFX6","-0.3427","-0.7212","-2.534","0.01326","0.05557","-3.363"
"MAP2K6","-0.3427","6.407","-1.859","0.06677","0.1786","-4.736"
"WDR88","-0.3429","2.113","-1.427","0.1576","0.3243","-5.411"
"PRDM2","-0.3429","9.727","-2.504","0.01436","0.05889","-3.433"
"RFC3","-0.343","8.449","-1.958","0.05373","0.1526","-4.557"
"C17orf108","-0.3431","8.832","-1.733","0.08701","0.2149","-4.95"
"FAM66D","-0.3431","4.758","-0.8581","0.3935","0.5845","-6.04"
"MAD2L1BP","-0.3431","8.75","-2.845","0.005653","0.02998","-2.61"
"WDR48","-0.3431","10.25","-4.366","0.00003804","0.0008704","1.984"
"RNF125","-0.3432","6.007","-1.474","0.1445","0.3058","-5.346"
"DNAJC27","-0.3432","7.409","-2.652","0.009669","0.04389","-3.086"
"SFTPA2","-0.3433","1.376","-1.064","0.2908","0.4886","-5.848"
"AMZ2P1","-0.3433","8.856","-2.759","0.007204","0.03584","-2.825"
"ZNF100","-0.3434","8.052","-2.488","0.01494","0.06065","-3.467"
"STMN3","-0.3434","11.87","-1.98","0.05117","0.1472","-4.517"
"HAGH","-0.3437","9.763","-2.947","0.004223","0.02419","-2.349"
"ZBTB11","-0.3442","8.984","-4.426","0.00003045","0.0007631","2.192"
"PLEKHM3","-0.3442","8.43","-1.991","0.04999","0.1449","-4.497"
"ATPIF1","-0.3443","10.52","-3.286","0.001519","0.01161","-1.425"
"C5orf44","-0.3443","9.303","-3.279","0.001552","0.01178","-1.445"
"EPM2A","-0.3445","7.97","-2.786","0.006678","0.0339","-2.758"
"GTPBP8","-0.3445","7.226","-2.896","0.00489","0.02689","-2.48"
"SPNS2","-0.3445","8.866","-1.585","0.117","0.2643","-5.183"
"PDZRN3","-0.3447","9.193","-1.616","0.11","0.2528","-5.135"
"C11orf73","-0.3449","9.295","-3.029","0.003315","0.02021","-2.131"
"RNF2","-0.3451","9.224","-3.284","0.001525","0.01164","-1.428"
"C2orf61","-0.3451","0.359","-1.587","0.1165","0.2633","-5.18"
"PLGLB2","-0.3451","5.126","-1.671","0.0987","0.2342","-5.05"
"AVPR1B","-0.3452","-0.5146","-1.872","0.06488","0.1749","-4.712"
"MGC87042","-0.3452","4.253","-1.059","0.2928","0.4909","-5.852"
"CUL2","-0.3453","9.056","-3.74","0.000347","0.004058","-0.07117"
"C10orf88","-0.3454","7.185","-3.447","0.0009112","0.008112","-0.9586"
"TRIM2","-0.3455","11.34","-2.309","0.02358","0.08422","-3.862"
"CDHR2","-0.3455","1.319","-0.9147","0.3631","0.5555","-5.991"
"AARSD1","-0.3457","8.934","-3.933","0.0001789","0.002579","0.5417"
"POLE4","-0.346","9.195","-1.418","0.1601","0.3277","-5.423"
"KIF3C","-0.3461","10.57","-1.676","0.09769","0.2326","-5.042"
"LOC100240734","-0.3462","-0.4153","-1.784","0.07831","0.1994","-4.865"
"SNORD15A","-0.3462","-0.6653","-1.725","0.08843","0.2174","-4.963"
"TSPYL2","-0.3463","10.12","-1.591","0.1157","0.2622","-5.175"
"SIRT4","-0.3463","5.061","-2.574","0.01193","0.05135","-3.27"
"UBA2","-0.3467","11.33","-3.202","0.001971","0.01389","-1.661"
"MARCKS","-0.3467","13.28","-2.82","0.00607","0.03168","-2.673"
"C12orf73","-0.3467","7.451","-2.852","0.005539","0.02959","-2.591"
"MMP15","-0.3469","8.813","-1.389","0.1686","0.3375","-5.462"
"RUSC2","-0.347","9.794","-1.837","0.06996","0.1845","-4.774"
"PPA1","-0.3474","10.49","-2.654","0.00962","0.04377","-3.081"
"CPEB3","-0.3474","6.412","-1.455","0.1495","0.3125","-5.371"
"CT45A5","-0.3476","-0.1384","-1.082","0.2824","0.479","-5.828"
"TERF2IP","-0.3476","11.52","-3.071","0.002922","0.01855","-2.018"
"LOC284900","-0.3478","7.936","-2.482","0.0152","0.06134","-3.482"
"FAM107B","-0.3479","9.651","-1.972","0.05213","0.1493","-4.532"
"SCARNA16","-0.348","1.307","-1.151","0.253","0.4444","-5.753"
"PTS","-0.3485","8.408","-2.571","0.012","0.05155","-3.276"
"STRAP","-0.3486","11.41","-3.965","0.0001603","0.002398","0.6438"
"TNFAIP8L1","-0.3486","6.992","-2.072","0.04153","0.127","-4.343"
"C6orf208","-0.3487","2.094","-1.301","0.1972","0.3756","-5.577"
"SNORA76","-0.3488","-0.4299","-1.828","0.0713","0.187","-4.789"
"MCRS1","-0.3488","10.36","-4.071","0.0001103","0.001852","0.9909"
"LRCH2","-0.3488","7.973","-2.468","0.01575","0.0629","-3.513"
"AGBL1","-0.3489","-0.507","-2.11","0.03799","0.1194","-4.268"
"PRL","-0.3492","-0.5667","-1.844","0.06891","0.1825","-4.761"
"LPAR1","-0.3494","9.926","-1.522","0.132","0.2883","-5.276"
"C1orf111","-0.3495","0.3154","-1.406","0.1637","0.3321","-5.439"
"ACYP1","-0.3495","6.691","-2.262","0.02647","0.09162","-3.961"
"ACTR1A","-0.3498","11.38","-3.674","0.0004325","0.004795","-0.2742"
"HSFY2","-0.3499","0.7263","-0.941","0.3496","0.5425","-5.967"
"ANKRD20A3","-0.3499","4.938","-0.9732","0.3334","0.5322","-5.937"
"ATE1","-0.3501","6.852","-2.025","0.04623","0.1366","-4.433"
"ZCCHC16","-0.3502","-0.1701","-1.409","0.1628","0.3315","-5.436"
"GMCL1L","-0.3502","1.143","-2.165","0.03343","0.1087","-4.16"
"PROM1","-0.3502","8.27","-0.9369","0.3517","0.5447","-5.971"
"MOBKL3","-0.3503","10.02","-3.794","0.0002892","0.003595","0.09717"
"SLC25A23","-0.3503","11.61","-2.413","0.01816","0.06986","-3.637"
"ZNF749","-0.3504","5.845","-2.463","0.01595","0.06351","-3.524"
"TTBK2","-0.3504","6.548","-1.749","0.08409","0.2099","-4.922"
"REG4","-0.3505","-0.347","-1.47","0.1454","0.3071","-5.35"
"CIAPIN1","-0.3505","10.27","-3.044","0.003166","0.0196","-2.09"
"ANAPC5","-0.3506","11.34","-4.245","0.00005907","0.001204","1.573"
"FAM164A","-0.3506","8.008","-2.955","0.004124","0.02377","-2.328"
"LSM3","-0.3507","9.894","-2.751","0.007368","0.03633","-2.845"
"EVL","-0.3509","10.79","-2.487","0.015","0.06081","-3.471"
"ZMYND11","-0.351","10.54","-3.253","0.00168","0.01243","-1.517"
"HSPA14","-0.351","8.698","-3.052","0.003096","0.01927","-2.07"
"IRAK1BP1","-0.3511","5.697","-2.711","0.008222","0.03935","-2.943"
"ZNF577","-0.3512","7.437","-1.581","0.1179","0.2658","-5.189"
"LYPD5","-0.3513","6.271","-1.184","0.2401","0.4287","-5.717"
"PRKRIR","-0.3513","10.03","-3.985","0.0001496","0.00229","0.7078"
"MCTP1","-0.3513","5.838","-0.9953","0.3226","0.5221","-5.916"
"ATP10B","-0.3513","6.44","-0.6733","0.5027","0.6825","-6.178"
"SNORA71A","-0.3517","-0.6087","-1.768","0.08089","0.2039","-4.891"
"BTBD18","-0.3517","1.704","-1.659","0.1011","0.2384","-5.069"
"LOC150197","-0.352","0.5765","-1.122","0.2652","0.4586","-5.786"
"TBCB","-0.352","11.54","-3.279","0.001553","0.01178","-1.445"
"GSK3B","-0.3521","10.29","-2.798","0.006453","0.03309","-2.728"
"FLJ43950","-0.3523","-0.5488","-2.063","0.04239","0.1285","-4.36"
"USMG5","-0.3524","9.265","-2.398","0.01887","0.07171","-3.67"
"ZNF195","-0.3524","8.62","-3.65","0.0004697","0.005055","-0.3502"
"CACNG4","-0.3525","10.42","-0.8561","0.3946","0.5855","-6.042"
"PBX1","-0.3526","11.08","-2.645","0.009853","0.04447","-3.102"
"MUM1","-0.3529","10.58","-3.172","0.002158","0.01487","-1.744"
"LUC7L","-0.353","10.07","-2.17","0.03299","0.1077","-4.149"
"L1TD1","-0.3531","1.093","-1.319","0.191","0.3677","-5.554"
"IPO5","-0.3532","11.91","-3.661","0.0004527","0.004942","-0.3163"
"DUSP2","-0.3532","5.376","-1.052","0.296","0.4943","-5.86"
"PGAP1","-0.3533","9.972","-2.515","0.01393","0.05756","-3.406"
"C13orf27","-0.3534","7.72","-2.036","0.04507","0.1341","-4.411"
"WFIKKN1","-0.3535","4.947","-1.254","0.2134","0.3964","-5.634"
"HOXC9","-0.3536","3.963","-0.5693","0.5708","0.7394","-6.242"
"MGAT5","-0.3536","6.841","-1.252","0.2144","0.3975","-5.637"
"KCNK7","-0.3537","4.057","-1.843","0.06907","0.1828","-4.763"
"SFRS2B","-0.3537","10.09","-4.227","0.00006304","0.001262","1.512"
"FGFBP3","-0.3537","7.374","-1.297","0.1985","0.3772","-5.581"
"SFRS14","-0.3537","11.15","-2.601","0.01109","0.04871","-3.207"
"ATXN8OS","-0.3538","-0.745","-2.635","0.01013","0.04541","-3.127"
"FLJ13197","-0.3538","5.882","-1.719","0.08952","0.2191","-4.972"
"LRRC4B","-0.354","10.9","-1.72","0.08934","0.2188","-4.971"
"POLR3K","-0.3541","8.378","-3.002","0.003585","0.02146","-2.202"
"MARK1","-0.3542","9.008","-2.369","0.02026","0.07557","-3.732"
"FAM40B","-0.3542","8.058","-1.599","0.1138","0.259","-5.162"
"ARGLU1","-0.3544","10.94","-1.984","0.05079","0.1465","-4.511"
"KIF1B","-0.3546","12.23","-2.332","0.02227","0.08074","-3.813"
"STOX1","-0.3547","7.072","-1.297","0.1983","0.377","-5.581"
"FAM182A","-0.3549","4.409","-0.7745","0.4409","0.6286","-6.107"
"RCN2","-0.3549","11","-3.123","0.002503","0.01658","-1.878"
"SORBS2","-0.355","8.226","-1.207","0.2312","0.4178","-5.69"
"FAM108B1","-0.3551","8.962","-3.676","0.0004309","0.004783","-0.2708"
"FAM169A","-0.3551","9.324","-1.816","0.07322","0.1904","-4.811"
"DCAF16","-0.3551","9.287","-2.83","0.005899","0.03103","-2.648"
"GNB1L","-0.3554","7.017","-2.587","0.0115","0.05003","-3.239"
"POU6F2","-0.3555","0.5797","-0.909","0.3661","0.5584","-5.996"
"SPHAR","-0.3556","7.133","-2.592","0.01137","0.04965","-3.228"
"C8orf47","-0.3557","0.8843","-1.26","0.2115","0.3938","-5.627"
"SERPINE2","-0.3558","11.85","-2.02","0.04681","0.1379","-4.443"
"NCR3","-0.3558","0.8818","-1.351","0.1805","0.3538","-5.512"
"FBXO41","-0.3559","8.749","-1.232","0.2215","0.4056","-5.66"
"LOC219347","-0.356","6.379","-1.764","0.08154","0.2051","-4.898"
"KHDC1","-0.356","7.183","-2.206","0.03031","0.1011","-4.077"
"CSNK1E","-0.3561","11.32","-2.424","0.01762","0.06838","-3.611"
"JMJD1C","-0.3562","9.692","-2.862","0.005391","0.02899","-2.567"
"NDUFC2","-0.3564","11.17","-3.16","0.002234","0.01529","-1.775"
"LOC284100","-0.3567","-0.5232","-1.778","0.07927","0.2011","-4.875"
"RMND5A","-0.3567","10.13","-3.365","0.001183","0.009708","-1.197"
"ZMYND17","-0.3568","5.432","-2.212","0.02983","0.1","-4.063"
"LRRC49","-0.3568","8.414","-3.06","0.00302","0.01898","-2.047"
"MOBKL2B","-0.3569","8.857","-1.197","0.2349","0.4221","-5.702"
"APC2","-0.3569","11.8","-1.286","0.2023","0.3826","-5.595"
"LYG1","-0.3572","3.809","-1.326","0.1888","0.3649","-5.545"
"MACROD1","-0.3572","7.432","-2.527","0.01351","0.0563","-3.379"
"SNHG1","-0.3573","9.675","-1.89","0.06249","0.1701","-4.682"
"C18orf18","-0.3573","6.716","-2.579","0.01175","0.0508","-3.257"
"SAMM50","-0.3573","9.765","-3.734","0.0003545","0.004115","-0.09087"
"ASFMR1","-0.3573","-0.2641","-1.831","0.07086","0.1863","-4.784"
"F10","-0.3576","3.811","-1.749","0.08417","0.21","-4.923"
"PTPRG","-0.3577","9.492","-2.208","0.03014","0.1007","-4.072"
"ZNF529","-0.3577","8.989","-3.725","0.0003649","0.004193","-0.1175"
"C12orf48","-0.3579","6.812","-1.552","0.1246","0.2767","-5.232"
"HOXB13","-0.358","3.311","-0.5127","0.6096","0.7721","-6.272"
"SPIN3","-0.3581","8.442","-2.858","0.005451","0.02919","-2.577"
"RPL17","-0.3581","9.774","-2.229","0.02868","0.09699","-4.03"
"NLGN2","-0.3583","11.26","-2.259","0.02662","0.09194","-3.966"
"TUBA1A","-0.3585","15.89","-1.723","0.08874","0.2179","-4.965"
"TIMM13","-0.3585","10.31","-3.001","0.003598","0.0215","-2.205"
"SLC25A12","-0.3586","9.428","-3.157","0.002258","0.0154","-1.785"
"MRPS18A","-0.3587","9.609","-2.449","0.01652","0.06532","-3.555"
"SIP1","-0.3588","7.528","-2.801","0.006398","0.03288","-2.72"
"C17orf75","-0.3589","7.799","-3.124","0.002497","0.01655","-1.876"
"ZNF366","-0.359","4.156","-1.247","0.2162","0.3994","-5.643"
"C15orf29","-0.359","8.762","-2.759","0.007197","0.03582","-2.825"
"ASB12","-0.3593","0.2565","-1.221","0.2258","0.4113","-5.674"
"FREM2","-0.3594","8.618","-0.954","0.343","0.5397","-5.955"
"HIST1H3C","-0.3595","1.004","-1.064","0.2907","0.4885","-5.848"
"LOC646999","-0.3595","5.363","-1.576","0.1191","0.2679","-5.197"
"BMP4","-0.3596","5.947","-1.426","0.1579","0.3248","-5.412"
"EIF3L","-0.3598","12.03","-3.3","0.001453","0.01126","-1.384"
"BAG4","-0.3599","7.389","-2.824","0.006","0.03142","-2.663"
"PPP3CA","-0.3599","10.57","-2.573","0.01196","0.05142","-3.273"
"BACH2","-0.3601","7.247","-1.557","0.1235","0.2752","-5.225"
"PIK3R3","-0.3604","9.959","-2.365","0.02047","0.07615","-3.741"
"C19orf21","-0.3604","1.176","-1.222","0.2255","0.4112","-5.673"
"C1orf70","-0.3604","6.347","-2.179","0.03232","0.1061","-4.132"
"C12orf41","-0.3604","9.728","-2.397","0.01887","0.07171","-3.67"
"HIST1H3B","-0.3605","1.09","-0.9344","0.3529","0.5457","-5.973"
"TMPRSS11F","-0.3607","-0.5562","-1.924","0.05791","0.1608","-4.619"
"C20orf151","-0.361","-0.7492","-2.56","0.01237","0.05273","-3.302"
"RSL24D1","-0.3614","10.93","-2.621","0.0105","0.04669","-3.159"
"TEX10","-0.3614","8.933","-3.104","0.002648","0.01729","-1.929"
"PAX3","-0.3615","3.891","-0.5458","0.5867","0.7531","-6.254"
"C16orf88","-0.3616","8.44","-3.651","0.0004683","0.005046","-0.3475"
"MYNN","-0.3617","8.91","-2.988","0.003741","0.02211","-2.24"
"RPL32","-0.3618","13.41","-2.308","0.0236","0.08426","-3.863"
"LOC100190939","-0.3618","6.971","-2.58","0.01172","0.05071","-3.255"
"ECT2L","-0.362","3.536","-2.053","0.0434","0.1307","-4.38"
"ZSCAN2","-0.3621","7.293","-4.05","0.0001189","0.001969","0.9211"
"C6orf222","-0.3621","-0.1493","-1.64","0.105","0.2448","-5.099"
"NMT2","-0.3621","8.08","-2.885","0.005038","0.02748","-2.507"
"LOC285205","-0.3623","0.6934","-1.519","0.1328","0.2894","-5.281"
"C3orf39","-0.3625","10.44","-2.835","0.005815","0.03069","-2.635"
"CDC25A","-0.3625","7.349","-1.357","0.1788","0.3517","-5.505"
"TOMM70A","-0.3626","10.6","-5.05","0.000002779","0.0001464","4.442"
"C14orf80","-0.3627","7.094","-2.033","0.04541","0.135","-4.418"
"C1orf220","-0.3627","2.856","-1.666","0.09968","0.2362","-5.058"
"VDAC3","-0.3627","11.01","-3.577","0.0005976","0.006003","-0.5718"
"SLC25A4","-0.3627","10.71","-2.206","0.03026","0.101","-4.075"
"C16orf80","-0.3629","9.768","-3.062","0.003009","0.01894","-2.044"
"ACOT4","-0.363","4.527","-1.365","0.1761","0.3478","-5.494"
"AKAP6","-0.3632","9.742","-1.526","0.1309","0.2866","-5.27"
"SLITRK3","-0.3632","8.628","-0.9505","0.3447","0.5399","-5.958"
"LMTK3","-0.3633","8.659","-1.264","0.2099","0.3921","-5.622"
"LOC283731","-0.3633","1.618","-0.7601","0.4494","0.6358","-6.117"
"SLC25A26","-0.3633","8.679","-3.76","0.0003242","0.003862","-0.0085"
"TTC36","-0.3634","1.575","-1.487","0.141","0.3006","-5.327"
"USP11","-0.3636","12.17","-2.992","0.003697","0.02189","-2.23"
"HACE1","-0.3636","8.476","-3.423","0.0009849","0.008549","-1.03"
"IYD","-0.3637","-0.4509","-1.638","0.1055","0.2455","-5.102"
"RNF112","-0.3637","8.8","-1.507","0.1357","0.2933","-5.298"
"TCF12","-0.3637","12.08","-1.713","0.09064","0.2207","-4.982"
"SYT14","-0.364","4.318","-1.043","0.2999","0.4987","-5.868"
"GUCA1C","-0.3646","-0.6546","-2.03","0.0457","0.1356","-4.423"
"MED27","-0.3648","8.683","-3.102","0.002666","0.01736","-1.935"
"STAU2","-0.3648","9.745","-3.994","0.000145","0.002247","0.7368"
"TP53I11","-0.3649","9.747","-1.909","0.05992","0.165","-4.647"
"C20orf117","-0.3649","8.459","-1.633","0.1064","0.2473","-5.109"
"KLHL34","-0.3655","1.449","-1.019","0.3112","0.5104","-5.893"
"TIE1","-0.3655","8.727","-1.89","0.06249","0.1701","-4.682"
"CYP3A5","-0.3656","3.961","-0.9855","0.3274","0.5266","-5.925"
"ASNS","-0.3656","10.23","-2.73","0.007813","0.03797","-2.897"
"C6orf154","-0.3659","5.616","-1.236","0.22","0.404","-5.655"
"CAP2","-0.3666","9.527","-1.857","0.0671","0.1792","-4.74"
"PROX2","-0.3666","1.208","-1.456","0.1493","0.3124","-5.37"
"COPS4","-0.3667","10.27","-3.408","0.001032","0.00886","-1.072"
"KCNQ1DN","-0.3669","1.388","-1.042","0.3004","0.4992","-5.869"
"LOC221710","-0.3669","9.647","-2.945","0.004239","0.02425","-2.352"
"CDC26","-0.3669","3.567","-0.857","0.3941","0.585","-6.041"
"ANTXRL","-0.3671","-0.6441","-2.52","0.01374","0.05694","-3.394"
"CPT1C","-0.3671","9.994","-2.887","0.005022","0.02743","-2.504"
"ZNF670","-0.3674","6.377","-2.856","0.005488","0.02935","-2.583"
"FAM69A","-0.3674","8.93","-2.21","0.03003","0.1004","-4.069"
"C16orf59","-0.3675","6.473","-1.564","0.1219","0.2725","-5.215"
"SLC4A9","-0.3675","0.1168","-1.572","0.1198","0.2691","-5.202"
"MIA","-0.3676","4.001","-0.8089","0.421","0.6107","-6.08"
"SEPT5","-0.3677","10.89","-1.626","0.1078","0.2494","-5.12"
"DENND1B","-0.3678","5.375","-2.056","0.04305","0.1299","-4.373"
"HAGHL","-0.368","7.193","-1.523","0.1318","0.2881","-5.275"
"KIAA1324L","-0.3682","7.517","-1.33","0.1873","0.3632","-5.539"
"IKZF5","-0.3682","8.661","-3.462","0.000868","0.007836","-0.9141"
"SOX5","-0.3683","7.076","-1.507","0.1357","0.2933","-5.298"
"BEAN","-0.3684","5.242","-0.9573","0.3414","0.5385","-5.952"
"ZFYVE9","-0.3685","9.352","-2.815","0.006157","0.03198","-2.686"
"C14orf129","-0.3685","8.699","-2.508","0.01419","0.05838","-3.423"
"PCDH19","-0.3687","8.564","-1.272","0.2073","0.3889","-5.613"
"SOX11","-0.3687","9.494","-1.056","0.2943","0.4926","-5.856"
"RASL11A","-0.3689","6.216","-1.801","0.07556","0.1943","-4.836"
"DHPS","-0.3689","10.5","-3.407","0.001035","0.008876","-1.075"
"GMFB","-0.369","11.39","-3.15","0.002303","0.01563","-1.803"
"AES","-0.3693","12.91","-3.009","0.003516","0.02114","-2.184"
"PSMD8","-0.3695","11.78","-2.768","0.00702","0.03525","-2.802"
"WDR18","-0.3695","9.528","-3.173","0.002152","0.01485","-1.741"
"NOVA2","-0.3698","8.158","-1.961","0.05339","0.1519","-4.552"
"PITRM1","-0.3698","9.818","-3.087","0.002785","0.01789","-1.974"
"TTC33","-0.37","8.773","-3.336","0.001299","0.01043","-1.282"
"TSHZ1","-0.3701","9.407","-2.573","0.01195","0.05137","-3.272"
"OXGR1","-0.3703","1.287","-1.109","0.2707","0.4651","-5.799"
"FAM71E1","-0.3705","5.357","-1.24","0.2187","0.4024","-5.651"
"PCDHB11","-0.3707","3.399","-1.167","0.2467","0.4365","-5.736"
"PI4KAP2","-0.3707","7.889","-1.729","0.0877","0.216","-4.956"
"ADH1B","-0.3707","1.785","-0.8155","0.4172","0.6069","-6.075"
"SDR42E1","-0.3709","-0.07649","-1.537","0.1282","0.2823","-5.254"
"FARSA","-0.371","10.57","-4.695","0.00001104","0.000385","3.143"
"NHEDC1","-0.3712","3.03","-1.568","0.1209","0.2707","-5.209"
"KLHL17","-0.3712","7.014","-2.062","0.0425","0.1287","-4.362"
"NOSTRIN","-0.3712","6.394","-1.92","0.05852","0.1622","-4.628"
"LRRN2","-0.3713","9.324","-1.039","0.3021","0.5009","-5.873"
"GFM2","-0.3713","9.013","-4.048","0.0001198","0.001974","0.9143"
"SPRR2G","-0.3713","-0.7045","-2.303","0.0239","0.08504","-3.874"
"GPHA2","-0.3715","-0.6121","-2.331","0.02231","0.08086","-3.815"
"RICTOR","-0.3715","8.85","-2.747","0.007445","0.03662","-2.855"
"WDR87","-0.3717","0.3121","-1.307","0.195","0.3733","-5.569"
"TTC5","-0.3717","8.026","-2.356","0.02095","0.07741","-3.761"
"MRPS23","-0.3717","9.94","-2.627","0.01034","0.04616","-3.145"
"ZNF486","-0.3718","5.585","-1.882","0.06358","0.1723","-4.696"
"HMGCS1","-0.3718","10.72","-1.962","0.05333","0.1519","-4.551"
"DRG1","-0.372","9.959","-3.185","0.00207","0.01443","-1.706"
"RPL23P8","-0.3721","3.248","-2.128","0.03645","0.1156","-4.233"
"TCEB2","-0.3722","11.5","-2.747","0.00745","0.03663","-2.855"
"GPR88","-0.3724","5.522","-0.8462","0.4","0.5905","-6.05"
"SNORA59B","-0.3725","-0.1022","-1.817","0.07306","0.19","-4.809"
"RPS5","-0.3726","13.29","-1.687","0.09562","0.2288","-5.025"
"MSX2P1","-0.3729","0.03146","-1.488","0.1409","0.3005","-5.326"
"RHOT1","-0.3731","9.967","-5.025","0.000003069","0.0001562","4.348"
"TNNI3K","-0.3732","4.938","-1.302","0.1966","0.3752","-5.575"
"DUSP19","-0.3733","6.668","-2.943","0.004265","0.02435","-2.358"
"RPH3AL","-0.3735","5.788","-2.371","0.0202","0.07543","-3.729"
"BID","-0.3735","9.693","-2.391","0.01918","0.07263","-3.684"
"GBAS","-0.3736","11.84","-1.312","0.1934","0.3709","-5.563"
"POLR3B","-0.3738","8.139","-3.889","0.0002084","0.002889","0.4002"
"TSPAN15","-0.3739","8.578","-2.15","0.03458","0.1112","-4.189"
"HSPC072","-0.3739","4.055","-1.402","0.1647","0.3334","-5.444"
"CDK8","-0.3741","7.587","-3.385","0.001111","0.009327","-1.14"
"TAPT1","-0.3742","9.689","-4.411","0.00003222","0.0007919","2.139"
"CXorf57","-0.3742","7.292","-0.8767","0.3833","0.5751","-6.024"
"CKAP2","-0.3743","9.768","-2.11","0.03803","0.1195","-4.269"
"MPP2","-0.3744","9.271","-1.953","0.05441","0.1538","-4.568"
"C18orf1","-0.3744","9.925","-2.677","0.009036","0.042","-3.026"
"C12orf47","-0.3745","8.821","-3.041","0.003198","0.01972","-2.099"
"PVRL3","-0.3745","7.201","-1.361","0.1772","0.3494","-5.499"
"KCTD15","-0.3745","9.75","-2.199","0.03084","0.1024","-4.092"
"EPX","-0.3746","1.63","-1.59","0.1158","0.2624","-5.176"
"TSPY4","-0.3746","-0.8127","-2.086","0.04023","0.1243","-4.316"
"ZRANB3","-0.3746","6.256","-3.464","0.0008631","0.007808","-0.9089"
"C14orf128","-0.3746","6.508","-1.999","0.04905","0.1427","-4.482"
"STAM","-0.3749","8.823","-3.73","0.0003585","0.004143","-0.1011"
"C9orf16","-0.3749","10.13","-3.071","0.002927","0.01857","-2.019"
"ZNF829","-0.375","4.45","-2.27","0.02593","0.09029","-3.944"
"F13B","-0.3751","-0.7297","-2.53","0.01338","0.05594","-3.371"
"RAB2A","-0.3757","9.951","-5.099","0.00000229","0.0001273","4.624"
"A1BG","-0.3757","7.266","-1.236","0.22","0.4039","-5.655"
"AMIGO1","-0.3757","7.493","-1.78","0.07895","0.2007","-4.872"
"MTHFD2L","-0.3758","8.521","-2.192","0.03134","0.1035","-4.105"
"MGC26647","-0.3759","-0.5337","-2.4","0.01874","0.0714","-3.664"
"TP53AIP1","-0.3759","3.431","-1.366","0.1758","0.3474","-5.493"
"ZBTB8A","-0.3761","7.788","-3.08","0.002852","0.01822","-1.996"
"CETP","-0.3762","5.252","-1.177","0.2428","0.4318","-5.725"
"DDX49","-0.3764","10.33","-3.612","0.0005318","0.005542","-0.4645"
"C6orf170","-0.3765","6.733","-2.784","0.006719","0.03409","-2.763"
"LOC441089","-0.3766","7.67","-2.946","0.004224","0.02419","-2.349"
"TCP1","-0.3766","11.78","-3.799","0.0002845","0.003563","0.1124"
"MST1R","-0.3769","2.423","-1.693","0.09441","0.2271","-5.015"
"KLHDC2","-0.3769","9.835","-3.429","0.0009648","0.008435","-1.011"
"LRP6","-0.377","9.419","-2.51","0.01413","0.05818","-3.419"
"LOC100132288","-0.377","7.342","-0.9815","0.3293","0.5285","-5.929"
"DRGX","-0.3772","-0.7359","-2.35","0.02127","0.07822","-3.774"
"FUNDC2","-0.3777","10.73","-2.227","0.02876","0.09719","-4.032"
"IQCJ","-0.3777","-0.7365","-2.274","0.02569","0.08965","-3.936"
"SV2A","-0.3778","11.43","-2.148","0.03475","0.1116","-4.193"
"DNAH10","-0.378","4.904","-1.62","0.1092","0.2515","-5.129"
"ACADSB","-0.3781","8.503","-2.767","0.007039","0.03532","-2.805"
